0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0
0.0346566,0.03907865,0.028153086,0.022021916,-0.005859069,-0.000108097,0.04124209,0.05647123,0.028963616,0.05372458,0.02873807,0.016134655,-0.007453328,0.003444263,-0.002200765,0.011175674,0.000620046,0.018685343,0.012488834,-0.005803061,0.006659653,0.024045644,0.01984056,0.018919287,0.01922856,0.031576302,0.022034965,0.01632398,-0.004146966,0.063092194
-0.060867712,-0.044218883,-0.06245829,-0.042893942,-0.069752425,-0.0681791,-0.040067594,-0.037214994,-0.06930143,-0.05135699,-0.019385695,-0.05349431,-0.010896149,-0.057431187,-0.08233894,-0.06274722,-0.032343425,-0.039812334,-0.05579935,-0.03667135,-0.02764721,-0.048288252,-0.049780432,-0.036746863,-0.041542772,-0.014118238,-0.030168418,-0.07561366,-0.021180904,-0.08767762
0.002704851,-0.02141629,0.010746049,-0.007900236,0.024629738,-0.00662619,-0.000965446,-0.007291249,-0.003593642,-0.02735475,0.022257581,-0.025618974,-0.02292988,0.009018268,-8.04E-05,-0.026157873,0.010126206,0.013832739,0.041296814,-0.004766175,-0.020100258,0.012546899,0.013704144,-0.00240917,0.008976044,0.038562566,-0.02653453,0.005258185,0.019761138,0.03691353
0.04324243,0.04009266,0.049104556,0.068681985,-0.01721387,0.04516625,0.025504453,0.030465849,0.039630465,0.061586954,0.07504591,-0.001763362,0.019095356,0.027671317,-0.011559602,0.08798279,0.018688573,0.06190136,0.046199597,0.017108448,0.064012274,0.039853524,0.035096362,0.027828667,0.024351409,0.053193957,0.045517802,0.02068528,0.09158818,0.016505549
0.014080741,-0.010254517,0.05910668,0.07534149,-0.06080243,-0.040149167,0.06101847,0.059675243,0.017440874,0.025205009,0.11078829,-0.043211095,0.05749154,0.030911405,-0.007621524,-0.02751196,0.001470907,0.08016285,0.055297974,0.08734711,0.05043439,0.07894594,-0.037313316,0.026631756,0.005712804,0.026720552,-0.008793432,0.042743817,0.04675479,0.039991986
0.007587062,0.051785536,0.023221817,0.07873395,-0.025137283,-0.004405621,0.012973934,0.026934844,-0.033021457,0.016104424,0.017817652,0.03530351,0.076083,-0.006766405,0.039259683,-0.015825305,-0.066047475,0.018802704,0.029716028,0.047676023,0.012544312,-0.0141416,0.0728365,0.032881416,-0.024642812,0.009806565,-0.018003408,-0.024231104,0.050779417,0.09102207
-0.03264609,-0.057946324,-0.010324617,-0.013497786,-0.059774928,-0.08317199,-0.01694498,-0.011569984,-0.06372276,-0.036766306,0.001163799,-0.05643954,-0.043160528,-0.055739656,-0.031771306,-0.058597848,-0.07387583,-0.02220454,0.008639463,-0.037327927,-0.044656612,-0.017358083,-0.012010315,-0.035264548,-0.05559916,-0.03563717,-0.041637402,-0.048264153,-0.003480061,-0.008306054
-0.059230663,-0.056940172,-0.003534325,-0.00351317,-0.035490334,-0.07502185,-0.019077804,-0.0320756,-0.05869485,-0.039235555,-0.007825744,-0.05732572,0.010904199,-0.039347135,-0.02308694,-0.03356466,-0.051010795,-0.04610108,0.0189907,-0.04446166,-0.02995335,-0.009735723,-0.019871702,-0.060235992,-0.04399036,-0.02403601,-0.054368474,-0.008495498,-0.003339284,-0.017479502
0.016464537,-6.60E-05,0.051405884,0.07943401,0.009016499,-0.000821589,0.0430881,0.06529885,0.012887935,0.03656271,0.044738874,0.0165005,0.029969206,0.00632651,0.062383298,0.019766213,-0.007671587,0.03222793,0.10471663,0.010317535,0.007804277,0.023637725,0.061763734,0.03941153,-0.020885065,-0.013476941,-0.001313629,0.053820483,0.056870513,0.08532851
-0.004372285,-0.04745658,0.037239645,0.001518997,-0.045002602,0.005763785,0.04571029,0.016439514,-0.008397037,0.008621626,0.018529436,0.024837174,0.068637505,-0.008261788,0.004586453,0.025443217,-0.031494595,0.005341951,0.04489678,0.007815063,-0.000773533,0.02134238,-0.027330661,0.029708877,-0.014674376,-0.015718015,-0.002396176,-0.005966954,0.00612155,-0.012218092
-0.0766284,-0.09336283,-0.038584962,-0.05774662,-0.0227184,-0.07321096,-0.06461197,-0.042467687,-0.11275407,-0.09723214,-0.056560952,-0.036772467,-0.021903,-0.076867156,-0.016283097,-0.09788345,-0.1018075,-0.079685844,-0.03607245,-0.07002166,-0.08702723,-0.078516334,-0.051745113,-0.069686465,-0.09124296,-0.07769405,-0.07128386,-0.06949508,-0.098888874,-0.033593822
-0.069818884,-0.071758926,-0.08511651,-0.0834041,-0.058320984,-0.09242995,-0.08845846,-0.055249825,-0.094710715,-0.10524547,-0.08515976,-0.047142264,-0.082980216,-0.119436055,-0.035049137,-0.05730632,-0.08080509,-0.13160178,-0.049881086,-0.107752055,-0.10141501,-0.10740537,-0.006493919,-0.093600675,-0.09537937,-0.09636976,-0.083064884,-0.07368558,-0.0812042,-0.042220667
-0.09781795,-0.14385231,-0.040258747,-0.08400358,-0.115159206,-0.10070727,-0.06210567,-0.091078915,-0.0658275,-0.08692348,-0.01581483,-0.12839805,-0.091503754,-0.075869024,-0.11777201,-0.08297918,-0.07463085,-0.07430401,-0.041554883,-0.118642874,-0.07367819,-0.026717328,-0.15648194,-0.09131787,-0.12342311,-0.043231007,-0.09555174,-0.0685744,-0.11301913,-0.101099625
